2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
"3,209.04","3,317.34","3,289.74","3,326.24","3,364.54","3,280.44","3,021.14","2,650.86","2,415.34","2,697.54","2,458.20","1,991.40","2,029.30","2,045.40","1,718.80","1,704.80","1,666.80","1,810.30","1,827.20","1,600.50","1,473.30","1,381.70","1,310.00","1,274.20","1,058.20",902.30,189.00,694.50,901.01,"1,001.60","1,020.42"
"3,025.60","3,031.20","2,813.90","2,845.00","2,421.14","3,231.40","5,136.10","3,959.50","2,827.30","3,016.90","2,653.90","2,502.80","2,553.30","2,472.80","2,282.80","2,208.70","1,939.70","1,998.60","1,650.20","1,565.44","1,634.93","2,098.08","2,275.74","2,269.97","2,271.34","2,110.94","2,208.23","1,896.19","1,482.42","1,737.90","3,179.00"
"2,768.50","2,795.90","2,587.10","2,473.80","2,478.60","2,079.93","2,063.39","1,975.60","2,000.80","1,831.60","1,759.30","1,627.20","1,603.70","1,605.20","1,332.80","1,481.60","1,671.70","1,617.80","1,621.90","1,643.80","1,660.30","1,735.80","1,747.60","1,722.20","1,580.00","1,530.60","1,413.10","1,087.00","1,080.70","1,144.20","1,171.90"
"2,745.45","3,927.70","3,304.87","3,481.00","3,181.72","3,284.62","3,010.62","2,930.23","2,741.74","2,193.89","1,869.80","1,686.22","1,780.34","1,723.10","1,637.09","1,709.64","1,645.54","1,553.40","1,121.93","1,669.04","1,654.02","1,669.63","1,626.94","1,419.42","1,308.30","1,371.80","1,213.12",996.72,964.66,952.69,891.13
"2,601.32","2,656.82","2,146.53","2,444.33","2,954.89","2,724.10","2,620.00","2,289.81","2,441.63","1,952.73","1,744.87","1,446.77","1,455.49","1,411.28","1,529.27","1,687.26","1,392.96","1,233.96","1,115.66","1,520.56","1,480.42","2,149.69","2,131.42","2,131.47","2,109.52","2,087.58","2,069.30","2,060.32","2,053.03","2,045.74","1,759.99"
"2,527.20","2,601.10","2,500.30","2,267.00","2,150.70","2,359.10","2,218.40","2,267.30","2,331.60","2,535.90","2,584.20","1,747.50","2,693.30","2,098.40","2,179.30","2,004.80","2,041.28","1,889.19","1,766.25","1,667.27","1,520.84","1,211.86","1,757.58","1,669.80","1,552.99","1,327.34","1,256.65","1,293.62","1,483.27","1,355.04","1,915.34"
"2,456.00","2,622.70","2,795.40","2,170.20","2,040.70","2,207.40","2,518.90","2,805.40","2,394.30","2,183.00","1,979.40","2,008.50","1,981.20","1,931.70","1,906.60","1,955.60","2,094.70","2,116.00","2,068.80","2,034.50","2,115.30","2,127.40","2,080.70","1,695.70","1,894.70","1,924.20","1,849.60","1,825.10","1,952.50","2,085.30","2,014.60"
"2,415.10","2,442.30","2,189.90","2,018.70","2,305.60","1,825.60","1,588.50","1,749.00","2,235.80","2,515.60","2,630.10","2,824.70","1,568.80","1,503.70","1,569.60","1,748.10","1,778.20","1,833.80","1,344.20","1,178.10","1,269.00","1,708.20","1,199.60",763.70,"1,356.60",977.40,906.90,633.10,746.00,925.50,977.60
"2,311.90","2,300.10","2,276.60","2,402.30","2,126.20","2,144.20","2,349.00","2,206.50","2,919.60","2,885.20","2,158.80","2,101.70","2,007.40","1,959.30","1,923.00","1,901.50","1,871.90","1,825.10","1,800.80","1,770.80","1,747.50","1,725.00","1,705.60","1,674.70","1,644.10","1,614.70","1,584.10","1,544.20","1,503.00","1,447.70","1,395.50"
"2,197.95","2,159.15","1,956.29","1,901.00","2,096.26","2,111.59","2,156.78","1,975.01","1,885.57","1,399.44","1,361.06","1,075.27",854.11,813.52,737.52,742.12,776.86,749.90,685.60,658.87,660.23,652.53,666.73,613.71,610.17,524.94,546.70,570.31,499.78,536.73,565.43
"1,742.70","1,824.60","1,768.90","1,512.10","1,730.20","1,969.40","1,519.60","1,453.10","1,418.60","1,281.21","1,313.25","1,290.67","1,239.11","1,173.20",998.67,912.01,951.98,753.35,674.32,529.08,459.82,422.90,389.95,449.75,367.37,356.08,344.48,250.51,363.40,406.42,433.89
"1,640.00","1,643.70","1,609.40","1,394.60","1,223.57","1,089.52","1,045.60","1,154.33","1,076.42","1,072.59",984.46,"1,036.69","1,009.90",927.19,861.94,854.33,898.57,893.44,859.92,847.28,875.23,932.68,896.45,922.39,926.59,909.27,907.53,885.50,792.69,792.02,722.47
"1,610.70","1,658.60","1,552.50","1,521.20","1,352.30","1,657.10","2,356.30","2,371.50","2,715.60","2,573.10","2,586.60","2,509.90","2,724.30","2,715.60","2,650.60","2,626.40","2,598.00","2,608.00","2,318.40","2,489.10","2,129.20","2,409.20","2,374.50","2,469.60","2,324.30","2,378.80","2,507.00","2,806.30","2,169.10","2,210.60","2,314.60"
"1,568.40","1,583.60","1,557.40","1,488.20","1,469.87","1,478.55","1,483.10","1,487.26","1,233.73","1,003.66","1,190.00","1,114.20","1,027.70",876.50,815.20,796.60,773.10,764.90,532.40,521.70,507.40,490.20,474.40,464.70,449.10,436.60,425.00,409.90,408.50,397.30,388.90
"1,454.00","1,999.50","1,776.10","1,546.10","1,465.90","1,339.30","1,355.20","1,128.50","1,144.60","1,012.80",963.00,916.60,870.60,810.60,790.50,626.90,693.10,528.50,614.40,481.30,462.20,429.90,311.00,338.30,281.60,261.40,204.60,202.60,225.10,159.60,156.70
"1,446.60","1,638.20","1,699.30","1,671.00","1,633.00","2,057.50","2,047.50","2,031.80","1,859.90","1,888.35","1,959.12","2,108.00","2,182.63","2,382.97","2,311.85","2,261.25","2,309.99","2,226.41","2,243.77","2,163.29","2,225.44","2,115.39","2,153.38","2,153.97","2,266.72","2,001.14","2,090.64","1,983.65","1,944.80","1,913.98","1,947.46"
"1,382.00","1,451.10","1,403.40","1,255.50","1,148.00","1,080.44",923.92,903.69,814.13,736.07,703.68,670.88,653.34,653.34,720.30,716.90,662.34,684.91,795.79,674.05,660.52,494.89,480.02,481.23,464.63,454.99,461.72,486.05,483.55,481.45,536.36
"1,179.50","1,146.20","1,126.60","1,268.40","1,397.89","1,247.80","1,205.10",905.21,944.15,848.18,729.76,533.84,540.16,641.07,687.15,667.80,558.67,476.09,443.76,448.27,425.81,399.77,490.46,454.74,435.90,422.24,418.82,420.77,402.37,374.52,453.82
"1,147.70","1,169.50","1,105.80","1,105.80","1,116.00","1,015.90",977.40,957.00,806.30,814.90,849.20,"1,042.30","1,005.60","1,024.60",990.90,982.50,985.60,996.50,"1,074.80","1,105.80","1,090.60","1,257.70","1,172.00","1,149.90","1,131.00","1,413.00","1,454.90",816.90,909.20,"1,086.30","1,101.20"
"1,096.07","1,167.27","1,270.17","1,179.97","1,290.77","1,269.57","1,282.07","1,439.47","1,467.62","1,516.25","1,481.50","1,599.70","1,619.00","1,367.00","1,347.60","1,326.10","1,280.20","1,249.90","1,206.30","1,216.80","1,188.10","1,208.70","1,137.10","1,068.52",980.47,946.60,929.58,876.84,925.75,"1,000.03","1,004.32"
"1,048.00","1,038.80","1,043.70","1,120.00","1,170.80","1,084.50","1,137.60","1,030.80",854.70,734.90,560.20,517.80,519.40,503.20,590.60,446.50,532.60,550.40,497.60,442.50,333.30,197.20,247.70,229.20,310.70,236.20,350.50,327.50,325.50,342.30,318.00
"1,035.20","1,433.00","1,454.30","1,309.50","1,228.40","1,042.10","1,012.40",908.00,833.90,744.20,493.18,396.83,422.62,398.71,397.50,395.42,313.51,377.73,411.52,379.31,388.84,378.53,377.42,381.17,296.56,246.03,205.90,177.05,205.11,182.80,185.39
"1,028.20","1,393.50","1,387.20","1,331.10","1,198.60","1,263.80","1,213.60","1,066.90",993.50,"1,055.80","1,126.30",766.70,863.40,"1,128.80","1,200.00","1,071.10","1,319.60","1,036.50",877.00,"1,040.40",836.58,786.32,766.25,785.91,808.60,751.67,743.33,745.09,758.35,721.15,712.98
713.47,707.40,664.90,529.10,442.00,366.80,364.80,366.40,364.20,359.30,323.30,198.10,198.70,192.10,191.60,161.00,159.60,171.20,218.10,210.20,262.60,233.80,232.50,226.20,223.30,216.90,210.60,210.60,201.20,229.60,187.60
706.40,697.20,677.70,581.47,580.50,570.90,592.22,589.43,625.34,595.89,502.95,467.83,449.31,516.52,529.57,589.83,703.50,684.98,679.15,692.92,633.19,646.32,611.05,824.07,870.42,796.67,730.66,630.70,435.70,0.00,0.00
687.60,736.20,630.00,643.10,651.30,675.10,483.70,457.40,465.30,573.40,531.20,532.00,450.90,491.60,461.20,435.30,409.60,450.20,449.70,481.40,425.20,374.40,399.60,419.00,330.60,405.20,402.70,405.70,382.50,441.60,340.30
660.40,655.70,656.10,654.90,654.40,646.20,645.90,649.40,625.70,632.50,631.20,614.40,618.70,623.60,581.60,580.60,577.50,577.50,571.00,509.50,486.60,498.60,518.30,546.70,575.20,598.29,633.10,643.12,684.23,707.10,735.12
620.60,617.20,594.70,584.70,542.90,499.90,496.40,502.00,525.60,566.80,540.70,510.60,475.70,460.00,518.70,451.50,416.00,419.10,392.00,358.50,305.80,295.60,248.10,230.10,222.40,201.70,175.90,173.10,182.90,169.80,183.80
611.40,606.90,597.80,602.30,593.20,585.90,506.80,430.60,452.90,446.90,434.20,484.90,427.70,409.00,357.20,329.50,314.60,296.20,296.20,308.60,244.80,259.90,244.90,229.30,219.90,216.90,207.20,207.20,198.10,198.10,194.50
598.70,595.30,602.30,570.70,565.60,499.80,456.70,412.20,423.70,408.20,443.70,448.30,417.60,404.50,389.00,381.90,383.20,342.40,352.30,323.70,293.70,308.30,294.20,277.90,238.70,203.90,207.40,188.30,176.20,175.20,153.20
499.20,534.60,527.90,530.90,505.50,501.20,505.90,506.40,507.00,501.60,507.70,444.20,444.90,440.00,431.60,411.10,416.90,396.20,373.30,386.60,366.80,361.20,345.40,314.00,313.10,292.90,278.30,252.10,227.20,200.80,192.80
474.60,509.00,508.60,500.10,500.50,490.20,476.60,472.90,469.90,456.10,465.80,453.60,428.10,419.20,398.00,376.70,367.40,360.70,335.10,321.90,312.50,299.30,286.00,267.60,254.80,235.20,225.20,222.00,218.50,221.40,218.20
448.88,479.98,494.64,465.33,468.99,465.33,461.66,476.32,487.31,490.98,516.62,516.62,538.61,538.61,545.94,575.25,560.59,534.94,531.28,523.95,523.95,512.96,490.98,465.33,454.34,425.02,406.70,410.37,406.70,406.70,406.70
446.10,617.60,510.10,561.80,518.90,437.20,449.80,364.40,300.40,252.40,244.10,235.40,210.10,191.40,185.00,180.70,182.50,167.60,168.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
427.70,428.27,414.90,403.40,395.47,446.55,402.17,558.79,492.60,474.90,519.10,465.50,474.30,470.20,432.60,429.30,395.80,414.40,399.60,376.50,373.40,393.30,393.80,331.80,296.00,315.80,295.50,305.80,304.50,288.20,274.10
329.00,325.30,317.80,306.60,305.00,281.90,263.60,247.40,246.00,243.50,241.00,234.60,223.60,229.90,216.70,209.50,205.40,195.10,153.60,148.20,147.00,191.60,172.40,197.30,177.00,185.00,183.60,185.20,177.60,173.10,171.90
328.20,326.20,302.70,279.00,217.90,185.90,171.90,192.20,160.10,150.00,167.80,140.40,114.10,111.80,172.10,147.00,153.20,139.70,109.70,109.80,104.90,96.90,92.20,84.30,79.60,78.00,74.90,73.30,70.30,68.70,65.50
324.50,346.20,320.30,287.50,277.40,272.60,253.50,317.10,278.60,260.30,273.60,262.40,261.50,250.80,235.90,228.00,216.80,223.20,210.50,207.20,198.60,205.20,198.00,183.20,173.00,149.40,138.90,129.30,125.50,121.80,114.90
236.60,235.40,229.10,222.40,206.40,184.40,130.40,120.60,197.20,194.20,174.80,168.20,171.40,237.80,234.30,224.10,226.20,231.00,249.80,253.00,243.20,236.80,227.40,167.00,167.00,163.80,160.70,157.60,151.50,142.00,148.00
231.00,247.50,245.20,243.00,244.60,237.60,228.40,227.20,229.10,236.40,229.20,228.60,221.30,224.50,210.40,203.60,219.20,201.90,201.80,188.80,181.20,168.10,160.30,148.10,141.40,134.60,131.30,120.50,117.50,115.30,113.70
223.30,304.80,300.90,295.00,298.10,304.10,340.70,389.00,355.60,355.90,342.80,333.50,323.20,313.70,304.00,294.70,286.30,268.90,257.60,245.80,235.40,228.10,220.50,213.40,206.00,196.90,190.00,177.30,168.30,160.00,152.90
219.80,235.10,252.30,225.10,255.20,246.50,267.50,226.30,240.80,224.90,233.60,288.20,229.20,246.00,227.70,229.70,228.30,208.20,196.70,187.40,155.60,173.10,171.20,142.10,135.40,132.20,122.30,108.90,89.20,89.10,82.60
206.50,278.70,248.70,255.20,246.70,232.30,207.30,196.70,198.10,196.00,192.40,176.40,169.50,186.30,177.10,179.10,175.00,169.20,170.20,162.60,148.60,145.10,146.10,129.10,131.50,116.60,103.40,112.50,102.90,97.70,89.00
162.80,174.10,165.30,165.60,182.50,180.90,180.00,171.40,167.00,152.10,172.50,163.80,165.70,164.00,155.30,148.40,144.30,121.50,105.60,139.10,125.30,102.30,92.90,91.10,69.70,83.10,69.40,66.10,62.80,62.70,62.70
158.20,217.40,211.90,213.00,207.90,200.90,217.80,221.10,222.00,212.60,214.80,204.60,212.90,223.40,228.70,226.70,217.80,215.60,217.10,215.80,211.50,204.00,203.30,201.80,198.90,197.70,198.60,198.10,197.50,0.00,0.00
142.00,149.03,142.95,155.77,149.84,159.77,161.26,192.54,185.33,176.78,190.83,205.37,219.54,200.79,231.12,228.99,229.39,229.35,220.02,214.67,216.86,226.57,229.24,218.38,205.96,204.20,201.11,215.03,206.95,206.33,198.97
141.10,140.20,137.50,134.40,128.70,123.60,119.20,121.30,118.70,100.50,102.80,93.80,88.50,81.80,81.70,80.00,74.50,65.90,58.30,53.50,53.50,51.00,51.00,47.50,47.50,47.50,46.60,44.90,44.30,46.50,46.50
121.30,166.90,177.50,141.00,151.30,134.30,158.90,111.90,120.50,134.20,127.10,127.50,101.10,105.00,61.60,61.60,61.70,87.00,82.90,92.90,89.30,89.40,82.80,89.00,85.60,66.80,63.60,63.70,63.70,66.90,66.90
118.10,161.50,134.20,132.90,123.90,109.90,113.40,114.70,109.30,107.40,117.70,138.10,127.30,119.80,134.90,117.20,117.40,123.50,101.70,94.70,102.90,113.90,94.90,94.20,81.00,99.00,92.30,86.30,76.90,90.40,84.10
110.00,152.30,151.10,149.30,146.50,146.30,144.10,142.30,139.00,141.10,140.80,137.30,133.30,132.20,125.00,118.90,119.30,114.00,116.10,106.40,102.80,95.50,95.50,93.30,93.50,92.70,88.60,85.00,80.20,0.00,0.00
107.50,148.20,147.80,146.70,147.10,144.90,141.00,138.50,132.40,119.30,105.20,152.20,117.10,135.60,120.80,122.20,149.70,168.50,158.30,173.90,187.30,199.30,214.00,201.30,191.10,184.80,159.20,149.70,140.10,0.00,0.00
56.90,73.60,73.20,72.70,56.70,60.70,60.10,63.80,57.70,54.20,54.30,58.60,64.00,58.20,68.30,61.80,50.80,46.50,43.70,34.70,35.50,32.10,31.40,32.90,34.60,30.10,27.30,29.00,25.20,24.70,24.00
41.40,53.40,54.00,56.00,52.70,54.50,50.60,47.30,42.10,40.10,42.70,40.40,42.30,41.50,44.10,62.50,64.00,68.70,78.00,80.60,88.00,93.40,99.50,102.40,102.10,108.40,111.40,114.50,120.60,126.60,126.30
6.60,8.90,8.80,7.70,7.50,7.70,8.50,8.70,9.80,10.20,9.60,10.60,9.50,13.20,11.00,8.50,8.50,8.50,9.10,9.90,7.90,7.60,10.90,7.80,6.90,8.90,8.30,7.60,7.30,6.70,6.40
